fsid,tractfp,arealotacres,areabuilding,bedroomscount,yearbuilt,unitscount,beachprox,fld_zone,near_golf,singfam,x,y
240472113376,24047950400,0.021258,926,0,2003,0,1,X,0,0,-75.1234309841593,38.3406164781808
240472113377,24047950400,0.021258,926,0,2003,0,1,X,0,0,-75.1233949587715,38.3406628560938
240472113378,24047950400,0.0201561,878,0,2003,0,1,X,0,0,-75.1233589333373,38.3407092339955
240472113380,24047950400,0,772,0,2004,0,1,X,0,0,-75.1230491859664,38.3407064570692
240472113381,24047950400,0,772,0,2004,0,1,X,0,0,-75.1229801679893,38.3407053392613
240472113389,24047950400,0,772,0,2004,0,1,X,0,0,-75.12242802425,38.3406963953188
240472113390,24047950400,0,748,0,2004,0,1,X,0,0,-75.1223590062922,38.340695277141
240472113391,24047950400,0,1111,0,2004,0,1,X,0,0,-75.1221261805803,38.3406193489969
240472113392,24047950400,0,1111,0,2004,0,1,X,0,0,-75.1221828068054,38.3406695783482
240472113403,24047950800,0,4865,0,1967,1,0,X,0,0,-75.1720655977299,38.4255225231671
240472113404,24047950800,0,4865,0,1967,0,0,X,0,0,-75.1716672148629,38.4255211630631
240472113406,24047950800,0,5048,0,1967,1,0,X,0,0,-75.1722745089576,38.4258975773057
240472113407,24047951100,0,1703,0,2006,0,1,X,0,0,-75.1315963137052,38.3848952207865
240472113408,24047951100,0,1703,0,2006,0,1,X,0,0,-75.1316716092728,38.3848965690619
240472113409,24047951100,0,1470,0,2004,0,1,X,0,0,-75.1319600874355,38.3850733790371
240472113410,24047951100,0,1703,0,2004,0,1,X,0,0,-75.1319906689958,38.3851316040855
240472113412,24047951100,0,1470,0,2006,0,1,X,0,0,-75.1323131514562,38.3852184271089
240472113413,24047951100,0,1470,0,2004,0,1,X,0,0,-75.1319712944131,38.3852406376977
240472113414,24047951100,0,1703,0,2006,0,1,X,0,0,-75.1323471453861,38.3852712817751
240472113415,24047951100,0,1470,0,2006,0,1,X,0,0,-75.1323980436214,38.3853149302147
240472113416,24047951100,0,1470,0,2005,0,1,X,0,0,-75.1319962061437,38.3853722598296
240472113417,24047951100,0,1228,0,1997,1,1,X,0,0,-75.1313081708147,38.3853765468474
240472113418,24047951100,0,794,0,1997,1,1,X,0,0,-75.1313866582462,38.3854060474947
240472113419,24047951100,0,1703,0,2005,0,1,X,0,0,-75.1320438978711,38.3854192419599
240472113420,24047951100,0,1470,0,2006,0,1,X,0,0,-75.1324403626111,38.3854407152895
240472113421,24047951100,0,1256,0,2006,0,1,X,0,0,-75.1309311711974,38.3854264444646
240472113422,24047951100,0,794,0,1997,1,1,X,0,0,-75.1314646778711,38.3854353719009
240472113423,24047951100,0,1230,0,1997,1,1,X,0,0,-75.1312719743003,38.3854362080097
240472113424,24047951100,0,1703,0,2005,0,1,X,0,0,-75.1320730150085,38.3854658581758
240472113426,24047951100,0,1703,0,2006,0,1,X,0,0,-75.1324337248817,38.385494149288
240472113428,24047951100,0,1026,0,1997,1,1,X,0,0,-75.1313504622765,38.3854657087564
240472113429,24047951100,0,1228,0,1997,1,1,X,0,0,-75.1312443369788,38.3854817618838
240472113430,24047951100,0,1025,0,2006,0,1,X,0,0,-75.1309764424345,38.3854839556579
240472113431,24047951100,0,1256,0,2006,0,1,X,0,0,-75.1308125767788,38.3854835746799
240472113433,24047951100,0,1470,0,2005,0,1,X,0,0,-75.1320869049543,38.3855202059018
240472113434,24047951100,0,1025,0,2006,0,1,X,0,0,-75.1309156984704,38.3855138929833
240472113435,24047951100,0,1703,0,2006,0,1,X,0,0,-75.1324451510724,38.3855470811646
240472113436,24047951100,0,1230,0,1997,1,1,X,0,0,-75.1315086833272,38.385525100389
240472113437,24047951100,1.01,1025,0,2006,0,1,X,0,0,-75.1310236297865,38.3855439956312
240472113438,24047951100,0,1251,0,1997,1,1,X,0,0,-75.1313063833598,38.3855383627041
240472113439,24047951100,0,1228,0,1997,1,1,X,0,0,-75.1314790703817,38.3855731175212
240472113440,24047951100,0,1703,0,2006,0,1,X,0,0,-75.13203034218,38.3859783034526
240472113441,24047951100,0,1235,0,1997,1,1,X,0,0,-75.1314822128223,38.3859924786277
240472113442,24047951100,0,1703,0,2006,0,1,X,0,0,-75.1320915118777,38.3860047435501
240472113443,24047951100,0,1703,0,2006,0,1,X,0,0,-75.1321502096014,38.3860323550161
240472113444,24047951100,0,1470,0,2006,0,1,X,0,0,-75.1322260358431,38.386039682563
240472113445,24047951100,0,1235,0,1997,1,1,X,0,0,-75.1314908943741,38.3861046708531
240472113449,24047951100,0,1026,0,1997,1,1,X,0,0,-75.1315104882398,38.3861901620958
240472113452,24047951100,0,1205,0,1997,1,1,X,0,0,-75.1313618050463,38.3862136380192
240472113453,24047951100,0,1026,0,1997,1,1,X,0,0,-75.131457705531,38.386260296264
240472113454,24047951100,0,1529,0,2006,0,1,X,0,0,-75.1308321993472,38.3855561685173
240472113455,24047951100,0,1251,0,1997,1,1,X,0,0,-75.131384402582,38.3855676873711
240472113456,24047951100,0,1470,0,2006,0,1,X,0,0,-75.1324845727129,38.3856039406191
240472113457,24047951100,0,1025,0,2006,0,1,X,0,0,-75.1309623171486,38.3855742012622
240472113458,24047951100,0,1256,0,2006,0,1,X,0,0,-75.1310716716526,38.3856050159862
240472113459,24047951100,0,1470,0,2005,0,1,X,0,0,-75.1320950379366,38.3856518851442
240472113460,24047951100,0,1529,0,2006,0,1,X,0,0,-75.1308776640603,38.3856154816524
240472113462,24047951100,0,1256,0,2006,0,1,X,0,0,-75.1309522537038,38.3856628138581
240472113463,24047951100,0,1703,0,2005,0,1,X,0,0,-75.1321042730517,38.3857101713756
240472113464,24047951100,0,1470,0,2006,0,1,X,0,0,-75.1324664022388,38.3857364107671
240472113465,24047951100,0,1703,0,2005,0,1,X,0,0,-75.1320983377347,38.3857609300086
240472113468,24047951100,0,1235,0,1997,1,1,X,0,0,-75.1314773354054,38.385776336892
240472113470,24047951100,0,1235,0,1997,1,1,X,0,0,-75.1314083721483,38.3857916034205
240472113471,24047951100,0,794,0,1997,1,1,X,0,0,-75.131522916638,38.3862918045228
240472113473,24047951100,0,1703,0,2006,0,1,X,0,0,-75.1324191673082,38.3858375756108
240472113474,24047951100,0,794,0,1997,1,1,X,0,0,-75.1315786916743,38.3858240355677
240472113477,24047951100,0,1470,0,2006,0,1,X,0,0,-75.1324220710526,38.3858979192988
240472113479,24047951100,0,1026,0,1997,1,1,X,0,0,-75.1315246380338,38.3859068036532
240472113480,24047951100,0,1205,0,1997,1,1,X,0,0,-75.1314274304267,38.3859292527157
240472113481,24047951100,0,1235,0,1997,1,1,X,0,0,-75.1314100817806,38.3863233448567
240472113482,24047951100,0,1233,0,1997,1,1,X,0,0,-75.1314748635693,38.3863541013059
240472113483,24047951100,0,1470,0,2006,0,1,X,0,0,-75.1319793236926,38.3859330985084
240472113485,24047951100,0,1235,0,1997,1,1,X,0,0,-75.1315505122719,38.3859769017954
240472113497,24047951100,3.4199954,1748,0,1999,1,1,X,0,0,-75.1280407484014,38.3852461597115
240472113690,24047951700,0.0327135,1425,0,2000,0,0,X,0,0,-75.1135111562201,38.3359395350251
240472113691,24047951700,0.0327135,1425,0,2000,0,0,X,0,0,-75.1135911841982,38.335971871719
240472113692,24047951700,0.0327135,1425,0,2000,0,0,X,0,0,-75.1136712122483,38.3360042083577
240472113693,24047951700,0.0327135,1425,0,2000,0,0,X,0,0,-75.1137512403704,38.336036544941
240472113696,24047951700,0.0350551,1527,0,2000,0,0,X,0,0,-75.114387236463,38.3361091550727
240472113697,24047951700,0.0350551,1527,0,2000,0,0,X,0,0,-75.1142931354186,38.3361220897447
240472113698,24047951700,0.0350551,1527,0,2000,0,0,X,0,0,-75.1141990343405,38.3361350243403
240472113699,24047951700,0.0350551,1527,0,2000,0,0,X,0,0,-75.1141049332035,38.3361479586736
240472113700,24047951700,0.0327135,1425,0,2000,0,0,X,0,0,-75.1139129639005,38.3361018921759
240472113701,24047951700,0,1580,0,2005,0,0,X,0,0,-75.1148113717567,38.335638719866
240472113702,24047951700,0,1766,0,2005,0,0,X,0,0,-75.1148946277184,38.3356684418864
240472113703,24047951700,0,1342,0,2005,0,0,X,0,0,-75.1147692756359,38.3357118745699
240472113705,24047951700,0,1342,0,2005,0,0,X,0,0,-75.1147271796934,38.3357850296023
240472113706,24047951700,0,1464,0,2005,0,0,X,0,0,-75.1148104358232,38.3358147514537
240472113707,24047951700,0,1342,0,2005,0,0,X,0,0,-75.1146850354363,38.3358582693192
240472113709,24047951700,0,1342,0,2005,0,0,X,0,0,-75.1146915463089,38.3359334274363
240472113711,24047951700,0,1342,0,2005,0,0,X,0,0,-75.1150909166346,38.3352393917663
240472113714,24047951700,0,1410,0,2005,0,0,X,0,0,-75.1150630109089,38.3353758230128
240472113715,24047951700,0,1342,0,2005,0,0,X,0,0,-75.1149376596054,38.3354192556623
240472113716,24047951700,0,1482,0,2005,0,0,X,0,0,-75.1150209153652,38.335448977592
240472113717,24047951700,0,1342,0,2005,0,0,X,0,0,-75.1148955637415,38.3354924104122
240472113718,24047951700,0,1482,0,2005,0,0,X,0,0,-75.1149788195685,38.3355221323721
240472113719,24047951700,0,1342,0,2005,0,0,X,0,0,-75.114853467881,38.3355655651702
240472113721,24047951700,0.6600092,5940,0,2006,0,0,X,0,0,-75.1141921402715,38.3350463808827
240472113722,24047951700,0.6600092,5940,0,2006,0,0,X,0,0,-75.1141623238763,38.3350914965223
240472113723,24047951700,0.6600092,5940,0,2006,0,0,X,0,0,-75.1141269113472,38.3351450813568
240472113724,24047951700,0.6600092,5940,0,2006,0,0,X,0,0,-75.1142740912197,38.3351480856157
240472113725,24047951700,0.6600092,5940,0,2006,0,0,X,0,0,-75.1143343917831,38.3351728087942
240472113726,24047951700,1,976,0,2002,0,0,X,0,0,-75.114061730435,38.3352437079569
240472113728,24047951700,0,1341,0,2002,0,0,X,0,0,-75.1139969544771,38.335341720963
240472113730,24047951700,0,1463,0,2002,0,0,X,0,0,-75.1142039808698,38.3353701363094
240472113761,24047951000,0,772,0,1967,1,0,X,0,0,-75.2202489813596,38.3336093555601
240472113762,24047951000,0,776,0,1967,1,0,X,0,0,-75.2201744958599,38.3336126465641
240472113763,24047951000,0,776,0,1967,1,0,X,0,0,-75.2201000103534,38.3336159375202
240472113768,24047951000,0,776,0,1967,1,0,X,0,0,-75.2199494838421,38.3332826067603
240472113769,24047951000,0,776,0,1967,1,0,X,0,0,-75.2199556985055,38.3333411644452
240472113772,24047951000,0,770,0,1967,1,0,X,0,0,-75.2199585194602,38.3329558797731
240472113773,24047951000,0,774,0,1967,1,0,X,0,0,-75.2198839345885,38.3329571472528
240472113774,24047951000,0,774,0,1967,0,0,X,0,0,-75.2198093499936,38.3329584145233
240472113775,24047951000,0,774,0,1967,1,0,X,0,0,-75.2197347653962,38.3329596817457
240472113776,24047951000,0,762,0,1967,1,0,X,0,0,-75.2196628134934,38.3329609049029
240472113814,24047951700,0,1176,0,1992,0,0,X,0,0,-75.1186102267306,38.3364996088585
240472113819,24047951700,0,1176,0,1992,1,0,X,0,0,-75.1191323891338,38.3366538198529
240472113831,24047950400,0,1550,0,1989,0,1,X,0,0,-75.1203460660419,38.3403540942449
240472113832,24047950400,0,1550,0,1989,0,1,X,0,0,-75.1203019363231,38.3404132927245
240472113833,24047950400,0,1550,0,1989,0,1,X,0,0,-75.1202578065317,38.3404724911872
240472113834,24047950400,0,1550,0,1989,0,1,X,0,0,-75.1202136766676,38.3405316896332
240472113839,24047951300,0.0192608,1116,0,1983,0,0,X,0,1,-75.3939562551195,38.1682892716845
240472113840,24047951300,0.0192608,1116,0,1983,1,0,X,0,1,-75.393901692365,38.1683231451894
240472113844,24047951000,0,612,0,1969,0,0,X,0,0,-75.2177963804377,38.3267483266303
240472113845,24047951000,0,612,0,1969,0,0,X,0,0,-75.2176889700363,38.3267697161845
240472113846,24047951000,0,612,0,1969,0,0,X,0,0,-75.2177739324348,38.3267991155903
240472113847,24047951000,0,612,0,1969,0,0,X,0,0,-75.2176684768005,38.326812038691
240472113849,24047951000,0,612,0,1969,0,0,X,0,0,-75.2176491701648,38.3268556512252
240472113850,24047951000,0,612,0,1969,0,0,X,0,0,-75.2177215999839,38.3268823911398
240472113851,24047951000,0,956,0,1999,0,0,X,0,0,-75.2205153077733,38.3254489525068
240472113852,24047951000,0,956,0,1999,0,0,X,0,0,-75.2204795179147,38.325512236109
240472113853,24047951000,0,1975,0,1999,0,0,X,0,0,-75.2203790500999,38.3256631334743
240472113854,24047951000,0,956,0,1999,0,0,X,0,0,-75.2205712174044,38.3257327611734
240472113855,24047951000,2.3e-05,2437,0,1999,0,0,X,0,0,-75.2205854180339,38.3258051235524
240472113856,24047951000,0,956,0,1999,0,0,X,0,0,-75.2204448418002,38.3256408897478
240472113857,24047951000,0.4602847,2427,0,1999,1,0,X,0,0,-75.2206621920223,38.3257640965479
240472113858,24047951000,0,529,0,1967,0,0,X,0,0,-75.2204228058653,38.3254163451111
240472113859,24047951000,0,358,0,1999,0,0,X,0,0,-75.2204678911324,38.3254322179687
240472113860,24047951000,0,369,0,1999,0,0,X,0,0,-75.2203860457026,38.3254808877109
240472113861,24047951000,0,376,0,1999,0,0,X,0,0,-75.2204313071618,38.3254960124011
240472113868,24047951700,0,3069,0,2007,0,1,AE,0,0,-75.0983964896234,38.3340240771685
240472113870,24047951700,0,3069,0,2007,0,1,AE,0,0,-75.0985525604847,38.3340645216324
240472113871,24047951700,0,3069,0,2007,0,1,AE,0,0,-75.0986447686205,38.3340868839843
240472113876,24047951700,0,3069,0,2008,0,1,X,0,0,-75.099259340346,38.3342012593556
240472113880,24047951700,0,3069,0,2008,0,1,X,0,0,-75.099498421571,38.3342651856017
240472113883,24047951700,0,3069,0,2008,0,1,X,0,0,-75.1008428800084,38.3343848243755
240472113893,24047951700,0,1932,0,2001,1,1,X,0,0,-75.1059619668375,38.3300445915265
240472113894,24047951700,0,1724,0,2001,1,1,X,0,0,-75.1057579739706,38.3300859918683
240472113896,24047951700,0,1724,0,2001,1,1,X,0,0,-75.1059210906394,38.3301464176358
240472113897,24047951700,0,3016,0,2001,1,1,X,0,0,-75.1057350456277,38.3301680520896
240472113898,24047951700,0,1724,0,2001,1,1,X,0,0,-75.1058095964398,38.3302331134498
240472113899,24047951700,0,1724,0,2001,1,1,X,0,0,-75.1057121175185,38.3302501123898
240472113901,24047951700,0,1932,0,2001,1,1,X,0,0,-75.1056891711224,38.3303319363493
240472113902,24047951700,0,1932,0,2001,1,1,X,0,0,-75.1057809380885,38.3303359228282
240472113903,24047951700,0,1932,0,2001,1,1,X,0,0,-75.1058752808146,38.3303503045338
240472113904,24047951700,0,1963,0,1997,0,1,X,0,0,-75.1134293136448,38.3276788273915
240472113905,24047951700,0,1563,0,1997,0,1,X,0,0,-75.1133476317029,38.3276679344606
240472113907,24047951700,0,1565,0,1997,0,1,X,0,0,-75.1132151739375,38.3276674626117
240472113909,24047951700,0,1565,0,1997,0,1,X,0,0,-75.1130827158739,38.3276669904833
240472113913,24047951700,0,1200,0,1990,1,0,X,0,0,-75.1150716829987,38.3269078173721
240472113914,24047951700,0,1200,0,1990,1,0,X,0,0,-75.1150459924679,38.3269520902026
240472113918,24047951700,0,1200,0,1990,1,0,X,0,0,-75.1155944214963,38.3270773282299
240472113919,24047951700,0,1200,0,1990,1,0,X,0,0,-75.1149497073511,38.3271058682763
240472113920,24047951700,0,1200,0,1990,1,0,X,0,0,-75.1155470955425,38.3271025887782
240472113921,24047951700,0,1200,0,1990,1,0,X,0,0,-75.1157577102388,38.3271182626166
240472113924,24047951700,0,1200,0,1990,1,0,X,0,0,-75.1154439658493,38.3271448461324
240472113927,24047951700,0,1200,0,1990,1,0,X,0,0,-75.1158365011943,38.3271829812519
240472113929,24047951700,0,1200,0,1990,1,0,X,0,0,-75.1153510898046,38.3271957646927
240472113930,24047951700,0,1200,0,1990,1,0,X,0,0,-75.115878858663,38.3272138469503
240472113933,24047951700,0,1200,0,1990,1,0,X,0,0,-75.1149391657144,38.3272781810954
240472113934,24047951700,0,1200,0,1990,1,0,X,0,0,-75.1152676732683,38.3272482993948
240472113937,24047951700,0,1200,0,1991,1,0,X,0,0,-75.1165684283744,38.3273166298833
240472113939,24047951700,0,1200,0,1991,1,0,X,0,0,-75.1164800687667,38.3273171182686
240472113940,24047951700,0,1200,0,1991,1,0,X,0,0,-75.1161431308069,38.3273148283128
240472113941,24047951700,0,1200,0,1991,1,0,X,0,0,-75.1160871641459,38.3273145027562
240472113943,24047951700,0,1200,0,1991,1,0,X,0,0,-75.1166790882716,38.327331033711
240472113944,24047951700,0,1200,0,1991,1,0,X,0,0,-75.1162014947852,38.327323310182
240472113948,24047951700,0,1200,0,1991,1,0,X,0,0,-75.1167379075879,38.3273385929591
240472113950,24047951700,0,1200,0,1991,0,0,X,0,0,-75.1168489807478,38.3273475848413
240472113951,24047951700,0,1200,0,1990,1,0,X,0,0,-75.1149459338119,38.3273670344115
240472113955,24047951700,0,1200,0,1990,1,0,X,0,0,-75.1149455021686,38.3274557255217
240472113956,24047951700,0,1200,0,1989,1,0,X,0,0,-75.1152978025159,38.3274518676654
240472113958,24047951700,0,1200,0,1990,1,0,X,0,0,-75.1149432668927,38.327499494898
240472113960,24047951700,0,1200,0,1991,1,0,X,0,0,-75.1169792597652,38.3275647441715
240472113961,24047951700,0,1200,0,1989,1,0,X,0,0,-75.1153644338942,38.3275250037699
240472113962,24047951700,0,1200,0,1991,1,0,X,0,0,-75.116989291329,38.3276073353394
240472113966,24047951700,0,1200,0,1989,1,0,X,0,0,-75.1154249141865,38.3275947099006
240472113967,24047951700,0,1200,0,1991,1,0,X,0,0,-75.1164566174144,38.3276176574544
240472113968,24047951700,0,1200,0,1990,1,0,X,0,0,-75.1163463567771,38.3276240224961
240472113970,24047951700,0,1200,0,1990,1,0,X,0,0,-75.116238222525,38.3276146625656
240472113971,24047951700,0,1200,0,1990,1,0,X,0,0,-75.116183124148,38.3276165007469
240472113972,24047951700,0,1200,0,1990,1,0,X,0,0,-75.1161244565513,38.3276245422593
240472113973,24047951700,0,1200,0,1990,1,0,X,0,0,-75.1160661238078,38.327624677026
240472113975,24047951700,0,1200,0,1989,1,0,X,0,0,-75.1148927449982,38.3276294751007
240472113977,24047951700,0,1200,0,1989,1,0,X,0,0,-75.1159582429443,38.3276445384899
240472113978,24047951700,0,1200,0,1991,1,0,X,0,0,-75.1165645596151,38.3276546878293
240472113980,24047951700,0,1200,0,1989,1,0,X,0,0,-75.1159016251968,38.3276590936027
240472113982,24047951700,0,1200,0,1989,1,0,X,0,0,-75.1158472564923,38.3276621395213
240472113987,24047951700,0,1200,0,1991,1,0,X,0,0,-75.1167808046578,38.3277056931355
240472113988,24047951700,0,1200,0,1989,1,0,X,0,0,-75.1155196246289,38.3277022089769
240472113989,24047951700,0,1200,0,1989,1,0,X,0,0,-75.1157463480835,38.3277004668027
240472113990,24047951700,0,1200,0,1989,1,0,X,0,0,-75.1148322894854,38.3277056867434
240472113991,24047951700,0,1200,0,1991,1,0,X,0,0,-75.1168333359995,38.3277183096045
240472113994,24047951700,0,1200,0,1989,1,0,X,0,0,-75.1147690054811,38.3277811901998
240472113996,24047951700,0,952,0,2007,0,0,X,0,0,-75.1136880187153,38.3319313710685
240472113998,24047951700,0,988,0,2007,0,0,X,0,0,-75.1138203700183,38.3319819527214
240472113999,24047951700,0,986,0,2007,0,0,X,0,0,-75.1138871753859,38.3320074835862
240472114001,24047951700,0,986,0,2007,0,0,X,0,0,-75.1140207862635,38.3320585452003
240472114002,24047951700,0,984,0,2007,0,0,X,0,0,-75.1140875917734,38.3320840759496
240472114003,24047951700,0,986,0,2007,0,0,X,0,0,-75.1141543973308,38.3321096066604
240472114004,24047951700,0,988,0,2007,0,0,X,0,0,-75.1142212029357,38.3321351373326
240472114005,24047951700,0,937,0,2006,0,0,X,0,0,-75.1146432767336,38.3321776722005
240472114006,24047951700,0,955,0,2007,0,0,X,0,0,-75.1142904425484,38.3321601620226
240472114007,24047951700,0,952,0,2006,0,0,X,0,0,-75.1146100201613,38.3322269859898
240472114008,24047951700,0,952,0,2006,0,0,X,0,0,-75.1145775512486,38.3322754343515
240472114009,24047951700,0,952,0,2007,0,0,X,0,0,-75.1145445379708,38.3323239075666
240472114010,24047951700,0,947,0,2007,0,0,X,0,0,-75.1145119372948,38.3323727168405
240472114011,24047951700,0,932,0,2007,0,0,X,0,0,-75.1144793266751,38.3324213018907
240472114013,24047951700,0.3883838,4496,0,1930,1,0,X,0,1,-75.1138450787358,38.3327537153596
240472114016,24047951700,0,555,0,1986,0,0,X,0,0,-75.115858091264,38.328175040933
240472114017,24047951700,0,902,0,1986,0,0,X,0,0,-75.1170690468058,38.3282549712634
240472114020,24047951700,0,1124,0,1986,0,0,X,0,0,-75.1161210229728,38.328214284495
240472114023,24047951700,1,555,0,1986,0,0,X,0,0,-75.1158566352392,38.3282462856265
240472114027,24047951700,0,1139,0,1986,0,0,X,0,0,-75.1162603450996,38.3282224527483
240472114028,24047951700,0,1124,0,1986,0,0,X,0,0,-75.1153860754257,38.3282062113628
240472114032,24047951700,0,1200,0,1988,0,0,X,0,0,-75.1171907366124,38.3284951910736
240472114033,24047951700,0,1000,0,1987,0,0,X,0,0,-75.1169323165758,38.3285229230567
240472114036,24047951700,0,1000,0,1987,0,0,X,0,0,-75.1167153865551,38.3285255630038
240472114038,24047951700,0,1000,0,1987,0,0,X,0,0,-75.1165738670833,38.3285244513167
240472114042,24047951700,0,1000,0,1987,0,0,X,0,0,-75.1162908281367,38.3285222267505
240472114050,24047951700,0,1200,0,1988,0,0,X,0,0,-75.1169709080843,38.3288549431386
240472114051,24047951700,0,1200,0,1988,0,0,X,0,0,-75.1169343205647,38.3289148187949
240472114052,24047951700,0,1200,0,1988,0,0,X,0,0,-75.1168977331885,38.3289746944548
240472114055,24047951700,0,924,0,2004,0,0,X,0,0,-75.1133586545042,38.3297991937647
240472114056,24047951700,0,929,0,2004,0,0,X,0,0,-75.1133427683628,38.3298526671664
240472114061,24047951700,0,938,0,2004,0,0,X,0,0,-75.1137607351534,38.3300506906813
240472114063,24047951700,0,901,0,2004,0,0,X,0,0,-75.1132622503331,38.3301196398402
240472114066,24047951700,0,941,0,2004,0,0,X,0,0,-75.1137128134267,38.3302093657285
240472114067,24047951700,0,939,0,2004,0,0,X,0,0,-75.1132306362339,38.3302267435753
240472114068,24047951700,0,938,0,2004,0,0,X,0,0,-75.1136968395456,38.3302622574139
240472114069,24047951700,0,939,0,2004,0,0,X,0,0,-75.1132148495382,38.3302802280942
240472114071,24047951700,0,939,0,2004,0,0,X,0,0,-75.1131990622241,38.3303337125478
240472114072,24047951700,0,941,0,2004,0,0,X,0,0,-75.113664891141,38.3303680407694
240472114073,24047951700,0,939,0,2004,0,0,X,0,0,-75.113183274893,38.3303871972474
240472114078,24047951700,0,936,0,2004,0,0,X,0,0,-75.1136169692152,38.330526715801
240472114079,24047951700,0,936,0,2004,0,0,X,0,0,-75.1136006770997,38.3305806602149
240472114081,24047951700,0,919,0,2005,0,0,X,0,0,-75.11292825044,38.3313501717534
240472114082,24047951700,0,919,0,2005,0,0,X,0,0,-75.1130130596876,38.3313659759166
240472114083,24047951700,0,919,0,2005,0,0,X,0,0,-75.1130978689237,38.3313817802061
240472114084,24047951700,0,892,0,2005,0,0,X,0,0,-75.1131807186456,38.3313981069073
240472114113,24047951700,0,700,0,1950,1,0,X,0,0,-75.1122068249723,38.3319546247791
240472114117,24047951700,0,688,0,1950,1,0,X,0,0,-75.1122577243769,38.3320308468307
240472114133,24047950400,0.3539945,7990,0,2012,0,1,X,0,0,-75.1014487617499,38.3359126956229
240472114140,24047950400,0.0482094,2135,0,2016,0,1,X,0,1,-75.0998285390211,38.3361633205676
240472114141,24047950400,0.0522727,2543,0,2015,0,1,X,0,1,-75.1010502001387,38.3361509246797
240472114143,24047950400,0.0385675,2135,0,2015,0,1,X,0,1,-75.1011393153833,38.3361741462586
240472114144,24047950400,0.0385675,2135,0,2015,0,1,X,0,1,-75.1012204382484,38.3361952865928
240472114145,24047950400,0.0482094,2471,0,2015,0,1,X,0,1,-75.101309557786,38.336218510973
240472114146,24047950400,0.0482094,2543,0,2015,0,1,X,0,1,-75.1014066740182,38.3362438189366
240472114147,24047950400,0.0385675,2471,0,2015,0,1,X,0,1,-75.1014957942544,38.3362670427388
240472114148,24047950400,0.0385675,2135,0,2015,0,1,X,0,1,-75.1015769179034,38.3362881831228
240472114150,24047950400,0.0482323,2471,0,2015,0,1,X,0,1,-75.1016660355788,38.3363114067739
240472114153,24047950400,0.0385675,2135,0,2016,0,1,X,0,1,-75.1002414311936,38.3363185909173
240472114155,24047950400,0.0385675,2471,0,2016,0,1,X,0,1,-75.1004501925024,38.3363450159047
240472114156,24047950400,0.4117539,4565,0,2012,0,1,X,0,0,-75.1028979020683,38.3362841570245
240472114157,24047950400,0.0385675,2471,0,2016,0,1,X,0,1,-75.1005512303897,38.3363489840781
240472114158,24047950400,0.0385675,2543,0,2016,0,1,X,0,1,-75.1006362667458,38.33635558519
240472114159,24047950400,0.0482094,2471,0,2016,0,1,X,0,1,-75.1007395256062,38.3363636008692
240472114160,24047950400,0.0479568,2543,0,2015,0,1,X,0,1,-75.1017976055878,38.3363957364893
240472114161,24047950400,0.0482094,2543,0,2015,0,1,X,0,1,-75.1008898806373,38.3363903291873
240472114162,24047950400,0.0385675,2471,0,2015,0,1,X,0,1,-75.1009884452868,38.3364158619163
240472114163,24047950400,0.0385675,2135,0,2015,0,1,X,0,1,-75.1018498634082,38.3364571601629
240472114164,24047950400,0.0385675,2543,0,2015,0,1,X,0,1,-75.101069616372,38.3364368885229
240472114165,24047950400,0.0385675,2135,0,2015,0,1,X,0,1,-75.1011507875048,38.3364579150727
240472114166,24047950400,0.0385675,2543,0,2015,0,1,X,0,1,-75.1012319585119,38.336478941928
240472114167,24047950400,0.0385675,2543,0,2015,0,1,X,0,1,-75.1018974278097,38.3365130716261
240472114168,24047950400,0.0508494,2135,0,2016,0,1,X,0,1,-75.10298441407,38.3365475466345
240472114169,24047950400,0.0385675,2135,0,2015,0,1,X,0,1,-75.1013131295665,38.3364999687264
240472114170,24047950400,0.0482094,2471,0,2015,0,1,X,0,1,-75.1014022953303,38.3365230661072
240472114172,24047950400,0.0385675,2135,0,2015,0,1,X,0,1,-75.1019449924148,38.3365689829281
240472114173,24047950400,0.0482094,2543,0,2015,0,1,X,0,1,-75.1015377114269,38.3365668896621
240472114174,24047950400,0.0508494,2135,0,2016,0,1,X,0,1,-75.1029463124073,38.3366388873001
240472114175,24047950400,0.0385675,2543,0,2015,0,1,X,0,1,-75.1019925574604,38.3366248938105
240472114176,24047950400,0.0385675,2135,0,2015,0,1,X,0,1,-75.1015908141181,38.3366358233347
240472114177,24047950400,0.0482094,2471,0,2015,0,1,X,0,1,-75.1020439152082,38.3366863997526
240472114178,24047950400,0.0482094,2543,0,2015,0,1,X,0,1,-75.1016417733111,38.3366979162459
240472114179,24047950400,0.0482094,2135,0,2015,0,1,X,0,1,-75.1021717652114,38.3367696280573
240472114180,24047950400,0.0385675,2135,0,2015,0,1,X,0,1,-75.1022651756641,38.3367705458771
240472114181,24047950400,0.0385675,2135,0,2015,0,1,X,0,1,-75.1023505981963,38.3367722082822
240472114182,24047950400,0.0482094,2135,0,2015,0,1,X,0,1,-75.1024444409355,38.3367740346241
240472114183,24047950400,0.0482094,2543,0,2015,0,1,X,0,1,-75.1025677619092,38.3367764343384
240472114184,24047950400,0.0385675,2543,0,2015,0,1,X,0,1,-75.1026616024495,38.3367782604768
240472114185,24047950400,0.0385675,2135,0,2015,0,1,X,0,1,-75.1027470252511,38.3367799226159
